Price,Year,Mileage,State,Make,Model
1,2015,0, MI,Cadillac,EscaladeAWD
1,2015,0, AL,Subaru,Impreza2.0i
1,2015,0, NE,Toyota,RAV44dr
1,2015,0, HI,Ford,TaurusSE
1,2015,0, NJ,Mitsubishi,Outlander2WD
1,2015,0, NE,Honda,PilotSE
1,2015,0, FL,Mercedes-Benz,C-ClassC350
1,2015,0, NH,Lexus,CTCT
1,2015,0, NY,Dodge,JourneyAWD
1,2015,0, CT,Audi,S44dr
1,2015,0, TX,Acura,TL4dr
1,2015,0, PA,Ram,Dakota4WD
1,2015,0, OK,Ford,FusionSE
1,2015,0, KY,Dodge,JourneyAWD
1,2015,0, MD,Ford,EscapeS
1,2015,0, TX,Hyundai,Elantra4dr
1,2015,0, PA,Volkswagen,Jetta
1,2015,0, CA,Dodge,DurangoSXT
1,2015,0, TX,Toyota,CorollaS
1,2015,0, CT,Nissan,MuranoAWD
1,2015,0, AZ,Ford,EdgeLimited
1,2015,0, AZ,Buick,LaCrosseFWD
1,2015,0, AZ,Lexus,ISIS
1,2015,0, MA,Honda,CR-VEX-L
1,2015,0, AL,GMC,Sierra
1,2015,0, OR,Toyota,Tundra
1,2015,0, FL,GMC,Savana
1,2015,0, PA,Porsche,911
1,2015,0, WA,GMC,Yukon4WD
1,2015,0, TX,Ford,Escape4WD
1,2015,0, NV,Land,Rover
1,2015,0, VA,Toyota,SiennaXLE
1,2015,0, WA,Dodge,Grand
1,2015,0, MA,Chevrolet,EquinoxFWD
1,2015,0, VA,Ford,Expedition
1,2015,0, CA,Ford,ExplorerLimited
1,2015,0, GA,Ford,FiestaS
1,2015,0, NH,Chevrolet,TraverseAWD
1,2015,0, OK,Cadillac,SRXLuxury
1,2015,0, KS,Ford,F-250King
1,2015,0, HI,BMW,7
1,2015,0, AL,Ram,15004WD
1,2015,0, MD,Nissan,PathfinderS
1,2015,0, MI,Honda,Civic
1,2015,0, GA,Mercedes-Benz,Sprinter
1,2015,0, NY,Toyota,PriusThree
1,2015,0, IL,Dodge,DurangoAWD
1,2015,0, KY,Mercedes-Benz,C-Class4dr
1,2015,0, MS,Toyota,Camry4dr
1,2015,0, CT,Ford,Escape4WD
1,2015,0, IL,Kia,SportageSX
1,2015,0, IA,GMC,AcadiaAWD
1,2015,0, WV,Acura,MDXAWD
1,2015,0, IN,Chevrolet,Malibu
1,2015,0, AR,Chrysler,300300C
1,2015,0, AZ,Ford,Escape4WD
1,2015,0, HI,Ford,FusionSE
1,2015,0, OK,Lincoln,Town
1,2015,0, NY,Hyundai,VeracruzFWD
1,2015,0, ME,Mercury,Milan4dr
1,2015,0, MA,Chevrolet,ColoradoCrew
1,2015,0, TN,Mazda,MX5
1,2015,0, OR,Nissan,Armada4WD
1,2015,0, MN,Lincoln,MKXAWD
1,2015,0, NE,Ford,Explorer4WD
1,2015,0, WI,Buick,LaCrosseFWD
1,2015,0, IL,Volvo,XC704dr
1,2015,0, WY,Ford,F-150Lariat
1,2015,0, WI,Chevrolet,Avalanche4WD
1,2015,0, AL,Toyota,4RunnerRWD
1,2015,0, FL,Ford,FlexSEL
1,2015,0, MN,Kia,ForteLX
1,2015,0, FL,Honda,RidgelineRTL
1,2015,0, AZ,GMC,AcadiaAWD
1,2015,0, IN,Lexus,GSGS
1,2015,0, AK,Chrysler,Town
1,2015,0, IA,Toyota,SiennaLimited
1,2015,0, NY,Toyota,AvalonLimited
1,2015,0, AZ,Volvo,XC60T6
1,2015,0, NC,Chevrolet,Avalanche2WD
1,2015,0, NM,Chevrolet,TahoeLT
1,2015,0, GA,Volkswagen,GLI4dr
1,2015,0, MA,Kia,Soul+
1,2015,0, KY,Ford,F-250Lariat
1,2015,0, DE,Buick,RegalGS
1,2015,0, VT,Honda,Pilot2WD
1,2015,0, KS,Ford,Taurus4dr
1,2015,0, NV,Ram,25002WD
1,2015,0, AR,Volvo,XC90FWD
1,2015,0, WI,Jeep,WranglerSport
1,2015,0, CO,Toyota,CorollaLE
1,2015,0, TX,Volvo,XC90FWD
1,2015,0, CA,Toyota,Tacoma2WD
1,2015,0, TX,Ford,F-1504WD
1,2015,0, PA,Toyota,SiennaXLE
1,2015,0, WI,Ford,FiestaS
1,2015,0, ID,Chevrolet,Silverado
1,2015,0, IL,Toyota,AvalonXLE
1,2015,0, CA,Mercedes-Benz,C-Class4dr
1,2015,0, OH,Ford,Fusion4dr
1,2015,0, TN,Honda,AccordEX-L
1,2015,0, PA,Nissan,Sentra4dr
1,2015,0, MI,Buick,LaCrosseFWD
1,2015,0, TX,Chevrolet,TahoeLS
1,2015,0, CA,Honda,OdysseyTouring
1,2015,0, CO,Dodge,Durango4dr
1,2015,0, AR,Chevrolet,CruzeLT
1,2015,0, GA,Ford,Mustang2dr
1,2015,0, NY,Mercury,Milan4dr
1,2015,0, AL,Toyota,Yaris
1,2015,0, TN,Lexus,ISIS
1,2015,0, HI,Ford,F-1502WD
1,2015,0, VA,Ford,EscapeFWD
1,2015,0, FL,Volkswagen,Passat
1,2015,0, RI,GMC,TerrainAWD
1,2015,0, FL,Toyota,4RunnerTrail
1,2015,0, VA,Toyota,SiennaLE
1,2015,0, PA,Ford,EdgeSEL
1,2015,0, IL,Nissan,Xterra4WD
1,2015,0, NY,Mitsubishi,Eclipse3dr
1,2015,0, KS,Chevrolet,Tahoe2WD
1,2015,0, TN,Dodge,Challenger2dr
1,2015,0, ND,Ford,Super
1,2015,0, MD,Ford,ExplorerBase
1,2015,0, KS,Honda,CivicLX
1,2015,0, WA,Ford,Explorer4dr
1,2015,0, MI,BMW,X1xDrive28i
1,2015,0, AZ,Volvo,XC90FWD
1,2015,0, KY,Ford,TaurusSE
1,2015,0, VA,Toyota,Tundra4WD
1,2015,0, UT,Chevrolet,Malibu4dr
1,2015,0, TN,Jeep,CompassLatitude
1,2015,0, HI,Toyota,Tundra
1,2015,0, AZ,Jeep,Compass4WD
1,2015,0, WA,Ford,MustangGT
1,2015,0, NY,Ford,FiestaSE
1,2015,0, IN,Toyota,PriusTwo
1,2015,0, IN,Ford,F-150Limited
1,2015,0, IA,Ford,Transit
1,2015,0, NV,Honda,AccordLX
1,2015,0, CO,Toyota,YarisLE
1,2015,0, CO,Nissan,Quest4dr
1,2015,0, CA,Ford,EscapeLimited
1,2015,0, NC,Mitsubishi,Eclipse3dr
1,2015,0, NV,Lexus,GSGS
1,2015,0, NJ,Jeep,PatriotLimited
1,2015,0, NJ,Volkswagen,Touareg4dr
1,2015,0, NV,Volkswagen,TiguanS
1,2015,0, NH,Acura,MDXAWD
1,2015,0, CA,Dodge,Dakota2WD
1,2015,0, WA,Ford,FusionS
1,2015,0, AK,Ford,Expedition4WD
1,2015,0, KY,Volkswagen,GTI4dr
1,2015,0, WA,Audi,TT2dr
1,2015,0, WA,Ford,Expedition4WD
1,2015,0, MO,Kia,Sedona4dr
1,2015,0, TX,GMC,AcadiaFWD
1,2015,0, OK,Ford,Super
1,2015,0, MA,BMW,3
1,2015,0, MS,Jeep,Wrangler2dr
1,2015,0, IL,Ford,EdgeSEL
1,2015,0, WI,Subaru,Impreza
1,2015,0, AZ,Chevrolet,Impala4dr
1,2015,0, WI,Honda,Accord
1,2015,0, MO,Toyota,Tundra
1,2015,0, CA,Kia,SportageEX
1,2015,0, TX,Ford,FusionSEL
1,2015,0, VA,Honda,AccordLX
1,2015,0, KY,Ford,F-1504WD
1,2015,0, SC,Jeep,WranglerSahara
1,2015,0, NY,BMW,X1xDrive28i
1,2015,0, NC,Subaru,Outback3.6R
1,2015,0, NY,Ford,EscapeXLT
1,2015,0, NH,Kia,SportageEX
1,2015,0, UT,Ford,EscapeSE
1,2015,0, CA,Nissan,Armada4WD
1,2015,0, OH,Chevrolet,Impala4dr
1,2015,0, OK,Ford,F-1502WD
1,2015,0, MO,Acura,TL4dr
1,2015,0, GA,Kia,SorentoSX
1,2015,0, KY,Lincoln,MKXFWD
1,2015,0, DE,Toyota,Tacoma4WD
1,2015,0, WA,Toyota,RAV4FWD
1,2015,0, CA,Jeep,Liberty4WD
1,2015,0, UT,Ford,EdgeSEL
1,2015,0, WA,Ford,Focus5dr
1,2015,0, OK,Ford,F-150XLT
1,2015,0, IN,Mitsubishi,Lancer4dr
1,2015,0, IN,Lincoln,MKXFWD
1,2015,0, CO,Chevrolet,Suburban4dr
1,2015,0, GA,Toyota,4RunnerLimited
1,2015,0, IL,Honda,AccordLX
1,2015,0, AZ,Chevrolet,Malibu4dr
1,2015,0, UT,Kia,SportageAWD
1,2015,0, CT,Toyota,SiennaLimited
1,2015,0, UT,Kia,OptimaEX
1,2015,0, MA,GMC,Yukon
1,2015,0, CA,Toyota,Highlander4WD
1,2015,0, NE,Lexus,RXRX
1,2015,0, MS,Chrysler,200Limited
1,2015,0, GA,Chevrolet,Colorado2WD
1,2015,0, CA,Volvo,XC60FWD
1,2015,0, GA,Audi,A64dr
1,2015,0, MI,Honda,AccordEX-L
1,2015,0, IL,Lexus,GSGS
1,2015,0, ME,Toyota,Tundra4WD
1,2015,0, FL,Ford,"Excursion137"""""
1,2015,0, WV,Ford,Focus5dr
1,2015,0, KY,Buick,RegalPremium
1,2015,0, AL,Chevrolet,ColoradoCrew
1,2015,0, MO,Jaguar,XJ4dr
1,2015,0, AR,MINI,Cooper
1,2015,0, IN,Dodge,Dakota4WD
1,2015,0, FL,Mercury,Grand
1,2015,0, KY,Ford,F-150STX
1,2015,0, AL,Chevrolet,Camaro2dr
1,2015,0, LA,Chrysler,200S
1,2015,0, GA,Kia,RioLX
1,2015,0, NM,Kia,SportageLX
1,2015,0, MO,Toyota,RAV4XLE
1,2015,0, KY,Honda,AccordLX
1,2015,0, VA,Ram,Dakota4WD
1,2015,0, IA,Hyundai,TucsonAWD
1,2015,0, AR,Nissan,Murano2WD
1,2015,0, CA,Ford,FocusSEL
1,2015,0, AL,Mercedes-Benz,C-ClassC
1,2015,0, OR,INFINITI,FX35AWD
1,2015,0, NC,Ford,ExplorerBase
1,2015,0, CA,Audi,S44dr
1,2015,0, AK,Toyota,TundraBase
1,2015,0, VA,Honda,Element2WD
1,2015,0, OR,Chrysler,300300C
1,2015,0, LA,Dodge,Dakota2WD
1,2015,0, TX,GMC,CanyonExtended
1,2015,0, MA,Dodge,Grand
1,2015,0, MA,Ford,F-150XL
1,2015,0, WA,Ford,ExplorerLimited
1,2015,0, VA,BMW,X3xDrive28i
1,2015,0, MA,Honda,Civic
1,2015,0, IN,Honda,CR-VEX-L
1,2015,0, FL,Chevrolet,Colorado2WD
1,2015,0, IL,Hyundai,ElantraLimited
1,2015,0, WA,Toyota,PriusThree
1,2015,0, KY,Chevrolet,Malibu4dr
1,2015,0, TX,Kia,OptimaSX
1,2015,0, NY,Dodge,ChargerSE
1,2015,0, MT,Chevrolet,TraverseAWD
1,2015,0, AL,Kia,Forte
1,2015,0, OH,Hyundai,SonataSE
1,2015,0, TX,Toyota,TundraSR5
1,2015,0, WA,Ford,F-250Lariat
1,2015,0, PA,Nissan,Maxima4dr
1,2015,0, IL,Chevrolet,Malibu4dr
1,2015,0, AR,Ford,F-1502WD
1,2015,0, NY,MINI,Cooper
1,2015,0, TN,Toyota,CorollaL
1,2015,0, FL,Dodge,Charger4dr
1,2015,0, VA,Kia,OptimaLX
1,2015,0, AR,Hyundai,ElantraLimited
1,2015,0, SC,Ford,Super
1,2015,0, TN,Dodge,JourneyFWD
1,2015,0, TX,Honda,Element2WD
1,2015,0, OH,Nissan,Armada4WD
1,2015,0, IL,Toyota,4RunnerLimited
1,2015,0, FL,Toyota,Tacoma4WD
1,2015,0, OK,Ford,Fusion4dr
1,2015,0, OK,Chevrolet,Tahoe2WD
1,2015,0, OK,Ford,EscapeSE
1,2015,0, AK,Toyota,CorollaS
1,2015,0, VA,Kia,ForteLX
1,2015,0, AR,Hyundai,Elantra
1,2015,0, LA,Jeep,CompassSport
1,2015,0, CT,Dodge,Caliber4dr
1,2015,0, TX,Cadillac,Escalade4dr
1,2015,0, SC,Honda,PilotSE
1,2015,0, FL,Cadillac,STS4dr
1,2015,0, NY,Nissan,PathfinderS
1,2015,0, CO,Nissan,Armada4WD
1,2015,0, CT,Lexus,ISIS
1,2015,0, MI,Jeep,Liberty4WD
1,2015,0, OK,Buick,EnclaveLeather
1,2015,0, AK,Ford,Focus4dr
1,2015,0, TN,Dodge,Durango2WD
1,2015,0, VA,Nissan,350Z2dr
1,2015,0, HI,Honda,Pilot2WD
1,2015,0, AZ,Lincoln,MKXFWD
1,2015,0, OH,Subaru,ImprezaSport
1,2015,0, KY,Ford,Ranger2WD
1,2015,0, WI,Hyundai,SonataSE
1,2015,0, CA,Ram,35004WD
1,2015,0, PA,Ford,FusionSEL
1,2015,0, NE,Toyota,Tacoma4WD
1,2015,0, HI,Ford,Focus5dr
1,2015,0, KY,Chevrolet,Tahoe4dr
1,2015,0, OH,Toyota,PriusThree
1,2015,0, NV,Ford,F-1502WD
1,2015,0, ID,Buick,EnclaveLeather
1,2015,0, NV,Ford,MustangBase
1,2015,0, NV,Ram,1500Tradesman
1,2015,0, UT,Toyota,TacomaPreRunner
1,2015,0, KS,Mitsubishi,Outlander
1,2015,0, CO,Kia,RioLX
1,2015,0, RI,Jeep,PatriotLatitude
1,2015,0, OR,Buick,Lucerne4dr
1,2015,0, MD,Chevrolet,Avalanche2WD
1,2015,0, ID,Chevrolet,Malibu1LT
1,2015,0, TX,Dodge,JourneyAWD
1,2015,0, MS,Kia,SoulBase
1,2015,0, MA,Hyundai,Santa
1,2015,0, PA,Chevrolet,Silverado
1,2015,0, KS,Dodge,ChallengerR/T
1,2015,0, MI,Ford,F-1504WD
1,2015,0, NY,Lexus,ES
1,2015,0, TN,Lincoln,MKXFWD
1,2015,0, NJ,Ford,Super
1,2015,0, AZ,Chevrolet,CamaroCoupe
1,2015,0, TX,INFINITI,G37
1,2015,0, TX,Toyota,4Runner4WD
1,2015,0, TX,Chrysler,300Limited
1,2015,0, TX,Jeep,PatriotSport
1,2015,0, MD,Toyota,TacomaBase
1,2015,0, OR,Chevrolet,Avalanche4WD
1,2015,0, AZ,Nissan,Versa5dr
1,2015,0, WA,Hyundai,Sonata4dr
1,2015,0, CA,Mitsubishi,Galant4dr
1,2015,0, NM,Dodge,JourneyFWD
1,2015,0, GA,Toyota,PriusTwo
1,2015,0, MD,Toyota,PriusFour
1,2015,0, NJ,Ford,F-150XL
1,2015,0, IL,Ford,Transit
1,2015,0, PA,Kia,OptimaLX
1,2015,0, LA,Ford,F-150Lariat
1,2015,0, OR,Chevrolet,TahoeLT
1,2015,0, NH,Ford,F-150Lariat
1,2015,0, NC,Ford,ExplorerLimited
1,2015,0, WA,Ford,ExpeditionXLT
1,2015,0, NV,Toyota,Tacoma4WD
1,2015,0, WA,Lexus,GXGX
1,2015,0, IA,Chevrolet,Malibu1LT
1,2015,0, CA,Acura,MDXAWD
1,2015,0, KY,Ram,15004WD
1,2015,0, KY,Toyota,Camry
1,2015,0, IN,BMW,X5xDrive35i
1,2015,0, CO,Chrysler,PacificaLimited
1,2015,0, PA,Mazda,Mazda64dr
1,2015,0, AZ,Toyota,TundraSR5
1,2015,0, WY,Chevrolet,TahoeLT
1,2015,0, VA,Ford,"Excursion137"""""
1,2015,0, KY,Hyundai,Accent4dr
1,2015,0, NV,Hyundai,Elantra
1,2015,0, NH,Chrysler,300300C
1,2015,0, GA,Lincoln,MKXAWD
1,2015,0, WI,Kia,OptimaEX
1,2015,0, WA,Toyota,Highlander
1,2015,0, MS,Nissan,Murano2WD
1,2015,0, WI,Honda,OdysseyEX-L
1,2015,0, TX,Ford,FocusST
1,2015,0, CT,Toyota,Prius
1,2015,0, NJ,Ford,MustangBase
1,2015,0, ME,Toyota,TundraSR5
1,2015,0, HI,Kia,SoulBase
1,2015,0, ID,Nissan,MuranoAWD
1,2015,0, CA,Ford,Explorer4dr
1,2015,0, CT,Chevrolet,EquinoxFWD
1,2015,0, ID,Hyundai,Elantra
1,2015,0, UT,Kia,Forte
1,2015,0, CT,Buick,LaCrosseAWD
1,2015,0, IA,Ford,Taurus4dr
1,2015,0, OH,Toyota,Land
1,2015,0, KY,Honda,OdysseyLX
1,2015,0, IN,Volvo,XC60AWD
1,2015,0, CO,Tesla,Model
1,2015,0, NE,Cadillac,SRXLuxury
1,2015,0, MD,Toyota,Sequoia4dr
1,2015,0, TX,Chevrolet,CamaroCoupe
1,2015,0, NC,Jeep,Wrangler
1,2015,0, NY,BMW,5
1,2015,0, CA,Nissan,350Z2dr
1,2015,0, WV,Ford,F-1502WD
1,2015,0, CA,Chevrolet,ImpalaLT
1,2015,0, ID,Chevrolet,MalibuLS
1,2015,0, UT,Honda,CR-VEX-L
1,2015,0, PA,Subaru,Forester2.5X
1,2015,0, FL,Ram,1500Laramie
1,2015,0, NJ,Chevrolet,Tahoe4WD
1,2015,0, WA,Dodge,ChallengerR/T
1,2015,0, NH,Buick,LaCrosseFWD
1,2015,0, GA,Chevrolet,MalibuLT
1,2015,0, MD,BMW,5
1,2015,0, OR,Hyundai,Elantra
1,2015,0, CO,Toyota,TacomaBase
1,2015,0, NJ,Chevrolet,Suburban4WD
1,2015,0, MI,Chevrolet,ImpalaLT
1,2015,0, UT,Toyota,4Runner4WD
1,2015,0, UT,Ford,Explorer
1,2015,0, IL,Chrysler,300300S
1,2015,0, WA,Hyundai,TucsonAWD
1,2015,0, NC,Honda,CR-VEX
1,2015,0, CT,Kia,SorentoSX
1,2015,0, WI,Jeep,CompassLatitude
1,2015,0, VA,Ford,F-250XLT
1,2015,0, AZ,Ford,F-150Platinum
1,2015,0, CT,Kia,SorentoEX
1,2015,0, OH,Jeep,Liberty4WD
1,2015,0, MI,Ford,Transit
1,2015,0, CO,INFINITI,FX35AWD
1,2015,0, SC,Toyota,Prius
1,2015,0, MN,Lincoln,MKZ4dr
1,2015,0, AR,Chevrolet,TraverseFWD
1,2015,0, NH,GMC,CanyonCrew
1,2015,0, OK,Chevrolet,SonicSedan
1,2015,0, OH,Ford,EscapeXLT
1,2015,0, CO,Mazda,Mazda34dr
1,2015,0, ME,Ford,FocusSE
1,2015,0, TN,Ford,F-250XL
1,2015,0, MN,Toyota,Sienna5dr
1,2015,0, OK,Kia,OptimaEX
1,2015,0, UT,Scion,tC2dr
1,2015,0, TX,Honda,AccordSE
1,2015,0, AL,Volkswagen,GTI2dr
1,2015,0, MI,Lexus,RX
1,2015,0, CT,Chevrolet,ImpalaLT
1,2015,0, OR,Jeep,LibertyLimited
1,2015,0, AZ,Mazda,Mazda64dr
1,2015,0, HI,Hyundai,Genesis
1,2015,0, MO,Ford,F-250King
1,2015,0, NC,Mazda,Mazda35dr
1,2015,0, CT,Ford,Fusion4dr
1,2015,0, WI,Lexus,LS
1,2015,0, SC,Hyundai,Sonata4dr
1,2015,0, IL,FIAT,500Pop
1,2015,0, MO,Toyota,Sequoia4WD
1,2015,0, SC,Toyota,Sequoia4dr
1,2015,0, CT,Ford,EdgeSE
1,2015,0, MI,Chevrolet,Colorado4WD
1,2015,0, NH,Kia,SportageLX
1,2015,0, HI,Mazda,CX-9Touring
1,2015,0, OR,Nissan,Titan2WD
1,2015,0, NY,Kia,SportageEX
1,2015,0, IN,Mitsubishi,Outlander4WD
1,2015,0, CA,Ford,F-150XLT
1,2015,0, NY,Honda,Accord
1,2015,0, FL,Toyota,CamryLE
1,2015,0, VA,Kia,SportageEX
1,2015,0, MA,Hyundai,Elantra4dr
1,2015,0, FL,Toyota,TundraSR5
1,2015,0, FL,Chevrolet,ImpalaLS
1,2015,0, WA,GMC,Yukon
1,2015,0, WA,Chevrolet,MalibuLT
1,2015,0, KY,Honda,OdysseyEX-L
1,2015,0, NC,Toyota,TacomaPreRunner
1,2015,0, IN,Toyota,AvalonXLE
1,2015,0, MO,Kia,Soul+
1,2015,0, NE,Ford,EdgeSEL
1,2015,0, GA,Toyota,AvalonXLE
1,2015,0, FL,Kia,OptimaSX
1,2015,0, LA,Mitsubishi,Outlander
1,2015,0, LA,Cadillac,STS4dr
1,2015,0, NV,Toyota,CamrySE
1,2015,0, TX,Ford,EdgeSEL
1,2015,0, NC,Lexus,LSLS
1,2015,0, MD,Chevrolet,EquinoxFWD
1,2015,0, PA,Toyota,RAV4FWD
1,2015,0, WI,Kia,SorentoLX
1,2015,0, SC,Cadillac,Escalade
1,2015,0, FL,Kia,Optima4dr
1,2015,0, CO,Toyota,CorollaL
1,2015,0, OR,Toyota,Prius5dr
1,2015,0, PA,Honda,AccordEX-L
1,2015,0, VA,Buick,EnclaveLeather
1,2015,0, IL,Ford,F-150XLT
1,2015,0, TX,Chevrolet,Camaro2dr
1,2015,0, WI,Toyota,Prius5dr
1,2015,0, NJ,Toyota,RAV44WD
1,2015,0, NV,Ford,FlexSEL
1,2015,0, MD,Cadillac,SRXLuxury
